tweetid,userid,class,type,form,teasing,author_role,emotion,tweettext
99972955756445696,282138500,n,,,,,,"@dheaNM iya ya kasian yg tiap hari di bully, itu mah udah madesu, cuih cuih"
99779862692233216,18265199,n,,,,,,@JanielleeeStarr MUST PUNISH YOU AH . FOR BULLYING PRISCILLA &gt;:]
100031363402563584,330059344,n,,,,,,¿Mayor acceso a la tecnología incrementa el acoso escolar o #bullying? ¿Por qué? http://t.co/Rib8BKk
99802678791639040,187926944,y,accusation,other,y,accuser,none,"@PaulanpSena KKKKKKKKKKK Vei, malu faz bullying cmg ): Foi fortalecida 19 vezes, top rs"
99828898379997184,56247038,n,,,,,,"@FSehan @nandaisme @thiarlim Eh,,gw g ikutan bully lo,lo dah pnuh dg bully an"
99995135307288576,176572743,n,,,,,,@emmieOT like two I feel like a big bully but he's really annoying me loool
99707185780625408,24140043,n,,,,,,Bullying Prevention Tip # 8 -- ENGAGE the Bullying issue. Brushing aside any Bullying - (school or other) will NOT make situations go away.
100032374166929408,350010738,n,,,,,,#WhenIWas13 it was the last year I got bullied for being FAT! Now look at me.  :P
99728809779134464,245050705,y,self-disclosure,other,n,bully,none,quem sofre bullying é bulinado? tipo n
99722481111281665,123595695,n,,,,,,AMD bets on Bulldozer to take back the desktop: By CAROLINE GABRIEL Rumors are still circulati... http://bit.ly/o4QNql #news #latestnews
99855589777223681,22385370,y,self-disclosure,other,y,bully,none,Unfollow anunciado é o bullying virtual.
100023189710704640,342788777,y,self-disclosure,other,n,victim,sadness,"August 6: Inuits are bullied over Salmon stocks: Sir, — In response to your leading article regarding the possib... http://bit.ly/nObx8q"
100060918410526720,31221214,n,,,,,,I want that moovie Cyber Bully to come on again.!
99861670008074240,118130628,n,,,,,,"a person that used to be my best friend just came knockin on my door?!.. hmm, okay so when where you when i got bullied in school?"
100048730690039808,193822644,n,,,,,,
99786562950270976,297911994,n,,,,,,
99985539087876097,64442285,n,,,,,,
99902211324252161,280254976,y,report,other,n,reporter,none,
100054363430600705,61676896,y,self-disclosure,other,n,bully,none,
99976903145955328,59178225,n,,,,,,
99936855239311360,309947233,y,self-disclosure,other,n,bully,none,
99748908225413120,28939140,n,,,,,,
99717923400196096,241034291,n,,,,,,
99746770476736512,26538758,n,,,,,,
99856307745591296,49768746,y,self-disclosure,cyberbullying,n,victim,sadness,
99949543533199360,15607389,n,,,,,,
99827093751336960,341489817,n,,,,,,
99895938096709632,334793110,y,report,other,n,reporter,none,
99876367633616896,170781953,y,report,cyberbullying,n,reporter,none,
99753692198219776,40454599,y,report,other,n,reporter,none,
99865793759686657,29016659,n,,,,,,
100066694936018945,94912172,n,,,,,,
99706979920003072,20292001,n,,,,,,
99898642537783296,308043082,y,report,other,n,reporter,none,
99898008094769152,318640093,y,report,other,n,reporter,none,
99840302268956672,202755330,n,,,,,,
99818958638694400,48524688,y,report,cyberbullying,n,reporter,none,
99709407910301696,29371360,y,self-disclosure,other,n,defender,none,
100013317866790912,173308890,y,self-disclosure,other,n,bully,none,
100065646871724032,279344860,n,,,,,,
99970803835219968,285309385,n,,,,,,
99707755400663040,27067360,n,,,,,,
99880714820009984,22429005,n,,,,,,
100008298757111808,259827618,n,,,,,,
100006147985113088,230925990,n,,,,,,
99782768313118720,165900469,y,self-disclosure,other,y,bully,none,
99921268798787584,155651151,n,,,,,,
99944362632429568,255180387,n,,,,,,
99761302527934464,24389229,n,,,,,,
99968132671750144,86632895,n,,,,,,
99723671081463808,63754094,y,self-disclosure,other,y,bully,none,
99861105316343808,91439214,n,,,,,,
99951494157185024,343517937,n,,,,,,
100016819229831168,258063930,y,report,other,n,reporter,none,
99812428816199680,17998678,n,,,,,,
99828203228635136,80926232,y,self-disclosure,other,n,defender,none,
99963021467713537,26692119,n,,,,,,
100052001508966400,323460541,n,,,,,,
100015521705099264,279878084,n,,,,,,
100034839289397248,106778773,n,,,,,,
99863298463371264,320768701,y,self-disclosure,other,n,victim,none,
100039692694728704,262807038,y,self-disclosure,other,n,victim,sadness,@ZTGD @ShanghaiSix @DMLFury @iambreego I just hope RDR tracks completion % better than Bully 360 did.
100002129850277889,62101855,n,,,,,,"i was threaten that i was gonna be called by the cops, all due cus of cyber bulling"
99958325017448448,333140290,y,self-disclosure,other,n,victim,sadness,@gui_warpunk Por aqui também...eu sofro bullying por amar pepsi kkkk
100012518457606144,240930964,n,,,,,,"Na boa, bullying nao tem graça. Pra q praticar? Alias, se humilhar os outros É bom pra vc, desculpa, mas vc é um otario"
99922311582453760,3552991,n,,,,,,Every 7 minutes a child is bullied. Adult intervention - 4%. Peer intervention - 11%. No intervention - 85%. #LetsEndALLBullying
99949461110923264,68342667,n,,,,,,"Nunca faça bullying, por que quando aquela pessoa crescer, pode virar um bruxo das trevas e se aliar a Lord... http://tumblr.com/xea3xm99fy"
99995668470435841,94238401,y,accusation,other,y,accuser,none,@GaemGyu oppa save me from @Lenahyukjae because she always bullied me everyday...T.T
99799330793332736,177913822,y,self-disclosure,other,n,victim,sadness,"@DJTonyFresch ""Bedroom Bully"" Mix Cd By @GappyRanks - #FreeDungloadLink : http://bit.ly/npG8EB - ☑ http://yfrog.com/khpu6tkj"
99907978597122048,234592008,n,,,,,,"Fat kid bullied and bullie went wrong - must watch to the end,very funny via @VideoBash #Funny_Videos http://t.co/Kc8s3Hx"
99895906127724544,94159144,n,,,,,,"Aquela safada só queria 15 minutos de fama. Pois agora eu vou fazer bullying, quero nem saber."
99822824268632064,221177694,n,,,,,,"Começo os nego a passar aqui na rua, kk só o bullying :3"
100057450723540993,348660676,n,,,,,,#juegosdecolegio hacerle bulling al weon del curso
100044607651454977,346160671,n,,,,,,"to cometendo bullying atraves do twitter ,acho q vao me processar ;D"
100061738954784769,247984705,y,self-disclosure,cyberbullying,n,bully,none,La gente que insulta por Twitter sufren de bullying en la vida real ¿no?.
100046998425706497,288472341,y,self-disclosure,cyberbullying,y,bully,none,alme :c bullying  ami 77 (@almespinoza live on http://twitcam.com/62vcg)
100034891252637698,189754469,n,,,,,,SAVE $12.52 - Bully Dog 33307 Custom A Pillar Mount $67.47 http://bit.ly/qwpC1I
99980042146291712,23036350,n,,,,,,@rockferzy *Bullying xD
99859010836103168,193319928,y,report,other,n,reporter,none,@cidergirli for a while I did. when I was bullied pretty horrifically. but it made me put my head down and work hard. :-). x
99714763554160640,340149328,n,,,,,,Christian Right Calls Al Franken a Liberal Bully for Exposing Their Big Lie (newsvine.com): Share With Frien... http://feedzil.la/plBjuF
99956077025693696,315884782,n,,,,,,"Dear PLN, How do you know if a weekend soccer coach is a bully? I need a list. Anyone? Anyone?"
99787769630556160,204703737,n,,,,,,#Itreallymakesmemad when people.bully
99945405185404930,24949628,y,report,other,n,reporter,none,@mii_jenni: ehhh xD aku ngga bully km kok hahahaha
99903224194142208,128413472,n,,,,,,scabies Celebrities open up about their bullying experiences in new book Dont Peak at High School ;) http://t.co/0r19SoW
99707118503997440,323123564,n,,,,,,liberals: US has been a bully to take advantage from all other countries economically; actually down grade is a good thing #tcot #p2 #p21
99936205336088576,308004554,n,,,,,,"@godlovesfags walang bullying sa ginawa ko, idol nga nating lahat diba? :)"
100054897621352448,202672173,n,,,,,,"#RiseOfThePlanetOfTheApes is a GREAT movie! I love @TomFelton, he plays a good bully once again."
99979450329997313,156405416,n,,,,,,put an end to BULLYING :) http://fb.me/19BR9weEl
99959946778652672,217647162,n,,,,,,#Minnesota school district getting heat over stance on #bullying of #LGBT students. http://t.co/1l3roE2 #equality
99942116687478784,178194787,y,report,physical,n,reporter,none,"@MissKeriBaby pleaseCk us out www.hbhliveapparel.com Sending out a positive messg ""Live"" Health Awareness,stop,gang,drug abuse,bullying ect"
99954500202274816,286348101,n,,,,,,#iiHope SomeDay No One Has To Go Threw The Pain Of Cyber Bulling
100054519307706369,334485131,n,,,,,,#Christian Right Calls @AlFranken #Liberal Bully 4 Exposing Their Big Lie http://t.co/KboP2xX via @politicususa #politics #goplies #bigotry
100066807251083264,255951388,y,denial,other,y,bully,none,"""@PPesca: ""@pajarocelta: Amos a pegarle a la school!"" // Te gusta el bullying? Jajan saludos!""-me hablaron xq era contra el edificio, abrazo"
99861878028779521,47660347,n,,,,,,Vintage bully #onmyblacktieshit
99907495354564609,130199390,y,self-disclosure,other,n,bully,none,"@Fino76 @SiobhanRooney stop being a bully, fino!"
99988801337831424,343696955,y,self-disclosure,other,n,defender,none,"@flawlesskate Isn't bullying nobody okay? You just gtfo guys, she's a nice girl, she wouldn't do that."
99761730351153153,45096596,n,,,,,,#Bahrain :A Smart Little Kid #Saudi & #UAE :The Protective Parents #Qatar :The Selfish Bullying Kid Nxt Door #Iran :A Sick Retarded Criminal
99899662571552768,286444612,n,,,,,,@OmarCollabrone How can you cyber bully me??????????????? #OhNoes
99841036809015297,192641432,n,,,,,,@chongi123 I want to use cannot? :( Bully me!
100039850559938561,201534507,n,,,,,,"Kalau di bully sama yg kenal rasanya biasa aja, tp klo ada yg ga kenal ikut ngebully jd agak aneh heuheuheu"
99923661984776193,36146430,n,,,,,,@xfqh hahaha. K la don't bully u. So tuesday how.$
99861317988532224,56981032,y,report,other,n,reporter,sadness,"But knowing me I bully tru d line to d top,but then it was a dead stop with thousands of ppl,I cudnt move"
99880882491502592,323893767,n,,,,,,"@aaryn31flavors exactly aha , but I feel you . Aha I've been called a bully a few times aha !"
99987352851714049,165619252,n,,,,,,Choc bully just eye candy http://bit.ly/qWTaxA
99925572364406784,278548210,n,,,,,,Byron is bulling me lls -_________-
99938957818724352,59950265,n,,,,,,"These niggas, got bullied by kids lmao I love this movie"
99909161227272192,213084179,y,accusation,cyberbullying,n,accuser,none,"@VibezUnited ""Bedroom Bully"" Mix Cd By @GappyRanks - #FreeDungloadLink : http://bit.ly/npG8EB - ☑ http://yfrog.com/khpu6tkj"
99876922716200960,128695137,n,,,,,,"Tak peduli ku di bully, omongan lo gue beli B) ~ @Erikka_chris"
100059142034690048,58448257,y,self-disclosure,verbal,n,victim,none,@Crazii_BRATz oshit bully part 2 ok lol. am goin to try to slid thru
99843182862405632,178820382,n,,,,,,I have some free time before I have to kill a kitten.  Would any women like to be bullied? #p2
99761575770066944,77163079,n,,,,,,"@irksra okay, when she phones back just tell her the facts straight out about your situation. don't let her guilt trip you or bully you, ok?"
99926870191124480,177203019,n,,,,,,cyber bulling....i peep.finally i realize im not the only one good at it.lol.
100040974964756481,45382634,n,,,,,,@janpaulouise its a cause he's doing for bulling
99924589131464705,309796606,n,,,,,,You people do realize that by you bullying Katy Perry just make you a hypocrite to what you believe in &to what Gaga has taught you?
100010135526719488,306882188,n,,,,,,@LeandroMRamos Seu preto praticador de bullying!
99948980443693056,322839851,n,,,,,,@_robdoesthejob No nigga! They on they way to get YOU! cyber bully
99989406504587264,118206376,n,,,,,,"2 Fatos: Seus melhores amigos cometem MUITO BULLYING com vc, e se NÃO COMETEREM, não são seus melhores amigos! ;D"
99904521366540289,8431652,n,,,,,,estou pronto e vou pra #pira com o @GeanP_ ! vamos causar bulling e boa! e pra quem cofa nosso role vai ter 3 semanas de role podre!
99795366370738176,15465411,y,self-disclosure,other,n,defender,none,"@caroxcastro @pedru8 bullying eh uma doença,kkk essa barbie"
99815850365829121,42381896,n,,,,,,Whenever I was sad or needed a kind word he was there.. Now he's the neighborhood twitter bully lol
99994044431732737,170792157,n,,,,,,Unions bullying heads to shut schools for public sector strikes - Telegraph.co.uk http://t.co/UBYFU1n
99976140424364032,246413794,n,,,,,,The Bully flushes on KD http://twitvid.com/A2TNP
99952748732235777,345454807,y,report,other,y,reporter,none,@hausofrobert  I don't read the comments on Gaga s Videos anymore Haters try to bully by saying bad things ignore them
100063657425240064,212429826,y,self-disclosure,other,n,defender,none,"#ReallyDude , you say you're tired of pain and hurt, after you basically cyber bully me? #itreallymakesmemad when people are hypocrites."
100064243302400000,192953843,y,self-disclosure,other,y,victim,none,
99755477218492416,70292335,y,report,cyberbullying,y,reporter,none,
99775807676882944,10566302,n,,,,,,
100053993425862656,231114245,n,,,,,,
99826610777243648,162867217,n,,,,,,
99860949380509697,131668363,y,report,other,n,reporter,none,
99965274765275139,285943644,n,,,,,,
99779922343624704,111608993,n,,,,,,
99953584577318912,105793727,n,,,,,,
100053668426022912,348839744,y,self-disclosure,physical,n,victim,none,
99814945302130688,47097319,n,,,,,,
99973090443927552,321486596,n,,,,,,
99951189843652608,7356602,y,self-disclosure,cyberbullying,n,victim,none,
99915347007778816,196258059,n,,,,,,
99850608357552128,248318883,n,,,,,,
99921921956786177,339415663,n,,,,,,
99881062028673024,100850465,n,,,,,,
99860063061164032,19746957,y,self-disclosure,other,n,victim,none,
99878452827660288,36839662,y,denial,other,n,bully,none,
99968022407684096,221117625,y,accusation,other,n,accuser,none,
100043300664381440,35556923,n,,,,,,
99836005451972608,108664039,n,,,,,,
99730670116544512,230499784,n,,,,,,
99915717612290049,196258059,n,,,,,,
99785168650383360,222544705,y,report,other,n,reporter,none,
99853464095559680,345393984,n,,,,,,
99803261405638656,32833112,n,,,,,,
99738325677649920,64650970,y,report,other,n,reporter,none,
99716150325280769,282370331,n,,,,,,
99957413783932928,41549894,y,report,verbal,n,reporter,none,
99848539831664640,270102124,y,self-disclosure,other,n,victim,sadness,
99924134783488002,188916768,y,self-disclosure,other,n,bully,none,
99915391341563905,57453640,n,,,,,,
99789978699186176,220511403,n,,,,,,
99899225512484864,143611130,n,,,,,,"sofro bullying só pq sou nordestino, ou paraíba, com queiram .-."
99927378016481280,32632083,n,,,,,,tava sofrendo bullying agora com a @iamsexo e a @oisoubea no telefone dçksçldskdlk
99927302632243200,127944589,n,,,,,,I was bullied #wheniwas13 but now I am the OFFICE bully!!
99980316344729602,230881458,n,,,,,,@ICONIACATTAKNO Cause I'm a good person and trying 2 get u guys 2 stop bullying ppl online it cruel.
99987733258309632,45198094,y,accusation,other,y,accuser,none,Why people always trynah bully me ?
99725784436051968,82198949,n,,,,,,@marconabu @H3dicho @marijo1979 Bullying es una forma fuerte de matonismo en los centros educativos
99996446857760768,144920091,n,,,,,,"@aRAREcommodity_ lol I don't feel bullied, my head just gets real hot LOL"
100046903462477824,24911804,y,self-disclosure,other,n,bully,none,YES it's Bully Ray @SMARKRAGE do you happen to know Bully Ray's real name?
99923809963999232,299995722,n,,,,,,"""na favela não tem bullying respeito é pra quem tem / 
sim, meu rap é compromisso igual sabota, Amém"" #HardInDaPaintREMIX"
